Scaffold	start_pos	end_pos	intergenic_length	upstream_gene	downstream_gene
Super-Scaffold_100006	26197892	26203822	5930	g_4060	g_4061
Super-Scaffold_100006	26207366	26228220	20854	g_4061	g_4062
Super-Scaffold_100006	26228681	26298948	70267	g_4062	g_4066
Super-Scaffold_100006	26299307	26308931	9624	g_4066	g_42086
Super-Scaffold_100006	26309158	26312278	3120	g_42086	g_42087
Super-Scaffold_100006	26312550	26381880	69330	g_42087	g_4070
Super-Scaffold_100006	26382314	26388415	6101	g_4070	g_4071
Super-Scaffold_100006	26404554	26456603	52049	g_4071	g_4072
Super-Scaffold_100006	26519207	26525407	6200	g_4072	g_4073
Super-Scaffold_100006	26535978	26614430	78452	g_4073	g_4075
Super-Scaffold_100006	26623050	26644119	21069	g_4075	g_4076
Super-Scaffold_100006	26661341	26712653	51312	g_4076	g_4077
Super-Scaffold_100006	26712985	26927721	214736	g_4077	g_4080
Super-Scaffold_100006	26940039	26980717	40678	g_4080	g_4081
Super-Scaffold_100006	26981049	27067457	86408	g_4081	g_4083
Super-Scaffold_100006	27087423	27111946	24523	g_4083	g_4084
Super-Scaffold_100006	27114631	27127562	12931	g_4084	g_43207
Super-Scaffold_100006	27150825	27201776	50951	g_43207	g_4088
Super-Scaffold_100006	27213735	27337077	123342	g_4088	g_4092
Super-Scaffold_100006	27337601	27339618	2017	g_4092	g_43208
Super-Scaffold_100006	27340131	27350299	10168	g_43208	g_4093
Super-Scaffold_100006	27350797	27445001	94204	g_4093	g_4098
Super-Scaffold_100006	27465584	27474489	8905	g_4098	g_4099
Super-Scaffold_100006	27502213	27568743	66530	g_4099	g_4101
Super-Scaffold_100006	27569579	27589817	20238	g_4101	g_4102
Super-Scaffold_100006	27595036	27625697	30661	g_4102	g_42102
Super-Scaffold_100006	27626494	27685943	59449	g_42102	g_4103
Super-Scaffold_100006	27688158	27706459	18301	g_4103	g_4104
Super-Scaffold_100006	27706698	27828186	121488	g_4104	g_42103
Super-Scaffold_100006	27828404	27828522	118	g_42103	g_4108
Super-Scaffold_100006	27833820	27858559	24739	g_4108	g_4110
Super-Scaffold_100006	27868316	27874332	6016	g_4110	g_4111
Super-Scaffold_100006	27879944	27891507	11563	g_4111	g_4112
Super-Scaffold_100006	27911774	28149280	237506	g_4112	g_4117
Super-Scaffold_100006	28150893	28167199	16306	g_4117	g_4118
Super-Scaffold_100006	28192835	28197843	5008	g_4118	g_4119
Super-Scaffold_100006	28198982	28243056	44074	g_4119	g_4120
Super-Scaffold_100006	28255822	28256254	432	g_4120	g_4121
Super-Scaffold_100006	28256820	28257840	1020	g_4121	g_4122
Super-Scaffold_100006	28258124	28269047	10923	g_4122	g_4123
Super-Scaffold_100006	28269493	28293764	24271	g_4123	g_4124
Super-Scaffold_100006	28319790	28382350	62560	g_4124	g_4127
Super-Scaffold_100006	28383624	28448558	64934	g_4127	g_4129
Super-Scaffold_100006	28454445	28561542	107097	g_4129	g_4132
Super-Scaffold_100006	28567019	28573065	6046	g_4132	g_4133
Super-Scaffold_100006	28576805	28580728	3923	g_4133	g_43209
Super-Scaffold_100006	28583279	28585334	2055	g_43209	g_4134
Super-Scaffold_100006	28588598	28600137	11539	g_4134	g_42106
Super-Scaffold_100006	28600424	28608152	7728	g_42106	g_4135
Super-Scaffold_100006	28628426	28631142	2716	g_4135	g_4136
Super-Scaffold_100006	28631375	28635436	4061	g_4136	g_4137
Super-Scaffold_100006	28642254	28643432	1178	g_4137	g_4138
Super-Scaffold_100006	28653319	28656433	3114	g_4138	g_4139
Super-Scaffold_100006	28671945	28698328	26383	g_4139	g_4140
Super-Scaffold_100006	28711683	28727446	15763	g_4140	g_4141
Super-Scaffold_100006	28728588	28738910	10322	g_4141	g_4143
Super-Scaffold_100006	28753049	28760897	7848	g_4143	g_4144
Super-Scaffold_100006	28766895	28848923	82028	g_4144	g_4147
Super-Scaffold_100006	28849510	28930380	80870	g_4147	g_4150
Super-Scaffold_100006	28942747	28944586	1839	g_4150	g_4151
Super-Scaffold_100006	28944807	28945777	970	g_4151	g_4152
Super-Scaffold_100006	28945995	28946070	75	g_4152	g_4153
Super-Scaffold_100006	28953638	29005987	52349	g_4153	g_4155
Super-Scaffold_100006	29015197	29017167	1970	g_4155	g_4156
Super-Scaffold_100006	29022382	29023318	936	g_4156	g_4157
Super-Scaffold_100006	29028990	29029687	697	g_4157	g_4158
Super-Scaffold_100006	29040343	29070534	30191	g_4158	g_4160
Super-Scaffold_100006	29094038	29136127	42089	g_4160	g_4163
Super-Scaffold_100006	29157978	29163889	5911	g_42115	g_4164
Super-Scaffold_100006	29174877	29195737	20860	g_4164	g_4166
Super-Scaffold_100006	29200002	29203828	3826	g_4166	g_4167
Super-Scaffold_100006	29206443	29234211	27768	g_4167	g_4168
Super-Scaffold_100006	29253450	29350769	97319	g_4168	g_4170
Super-Scaffold_100006	29351611	29453391	101780	g_4170	g_4179
Super-Scaffold_100006	29458005	29476964	18959	g_4179	g_43210
Super-Scaffold_100006	29482739	29548538	65799	g_43210	g_4180
Super-Scaffold_100006	29548801	29591261	42460	g_4180	g_4184
Super-Scaffold_100006	29591542	29591670	128	g_4184	g_4185
Super-Scaffold_100006	29593091	29669912	76821	g_4185	g_4187
Super-Scaffold_100006	29693911	29698179	4268	g_4187	g_4188
Super-Scaffold_100006	29705523	29707971	2448	g_4188	g_4189
Super-Scaffold_100006	29712572	29714879	2307	g_4189	g_4190
Super-Scaffold_100006	29725920	29729265	3345	g_4190	g_4191
Super-Scaffold_100006	29739374	29747274	7900	g_4191	g_4192
Super-Scaffold_100006	29753479	29754595	1116	g_4192	g_4193
Super-Scaffold_100006	29768045	29816382	48337	g_4193	g_4195
Super-Scaffold_100006	29820813	29823783	2970	g_4195	g_4196
Super-Scaffold_100006	29831855	29843789	11934	g_4196	g_4197
Super-Scaffold_100006	29852863	29854350	1487	g_4197	g_4198
Super-Scaffold_100006	29858451	29865556	7105	g_4198	g_4199
Super-Scaffold_100006	29897444	29899130	1686	g_4199	g_4200
Super-Scaffold_100006	29905918	29909631	3713	g_4200	g_4201
Super-Scaffold_100006	29919760	29922804	3044	g_4201	g_4202
Super-Scaffold_100006	29938174	29963326	25152	g_4202	g_4204
Super-Scaffold_100006	29970307	29971051	744	g_4204	g_4205
Super-Scaffold_100006	29979549	29986170	6621	g_4205	g_4207
Super-Scaffold_100006	30005908	30029891	23983	g_4207	g_4208
Super-Scaffold_100006	30035744	30039406	3662	g_4208	g_4209
Super-Scaffold_100006	30044844	30045888	1044	g_4209	g_42125
Super-Scaffold_100006	30061177	30065820	4643	g_4210	g_4211
Super-Scaffold_100006	30067489	30070786	3297	g_4211	g_4212
Super-Scaffold_100006	30073670	30076024	2354	g_4212	g_4213
Super-Scaffold_100006	30082214	30083562	1348	g_4213	g_4214
Super-Scaffold_100006	30089125	30109365	20240	g_4214	g_43211
Super-Scaffold_100006	30118358	30135510	17152	g_43211	g_4215
Super-Scaffold_100006	30141530	30177665	36135	g_4215	g_4217
Super-Scaffold_100006	30190455	30193356	2901	g_4217	g_4218
Super-Scaffold_100006	30210809	30222791	11982	g_4218	g_4219
Super-Scaffold_100006	30223033	30223089	56	g_4219	g_4220
Super-Scaffold_100006	30230169	30239448	9279	g_4220	g_43212
Super-Scaffold_100006	30240053	30247137	7084	g_43212	g_4221
Super-Scaffold_100006	30248939	30265667	16728	g_4221	g_4222
Super-Scaffold_100006	30273883	30280799	6916	g_4222	g_4223
Super-Scaffold_100006	30281086	30294863	13777	g_4223	g_42127
Super-Scaffold_100006	30295120	30307801	12681	g_42127	g_4226
Super-Scaffold_100006	30308184	30309658	1474	g_4226	g_4227
Super-Scaffold_100006	30310008	30387492	77484	g_4227	g_4230
Super-Scaffold_100006	30401862	30406165	4303	g_4230	g_4231
Super-Scaffold_100006	30409008	30411794	2786	g_4231	g_4232
Super-Scaffold_100006	30419915	30420110	195	g_4232	g_4233
Super-Scaffold_100006	30425843	30425910	67	g_4233	g_4234
Super-Scaffold_100006	30426131	30434420	8289	g_4234	g_4235
Super-Scaffold_100006	30443642	30464650	21008	g_4235	g_4236
Super-Scaffold_100006	30465161	30480357	15196	g_4236	g_43213
Super-Scaffold_100006	30487419	30497278	9859	g_43213	g_43214
Super-Scaffold_100006	30497775	30499777	2002	g_43214	g_4237
Super-Scaffold_100006	30500910	30501769	859	g_4237	g_4238
Super-Scaffold_100006	30503214	30555377	52163	g_4238	g_4240
Super-Scaffold_100006	30561658	30572873	11215	g_4240	g_43215
Super-Scaffold_100006	30581476	30599986	18510	g_43215	g_4241
Super-Scaffold_100006	30610514	30612772	2258	g_4241	g_4242
Super-Scaffold_100006	30615252	30630528	15276	g_4242	g_4244
Super-Scaffold_100006	30646059	30652482	6423	g_4244	g_43216
Super-Scaffold_100006	30675620	30716417	40797	g_43216	g_4245
Super-Scaffold_100006	30721148	30756949	35801	g_4245	g_4246
Super-Scaffold_100006	30757155	30760421	3266	g_4246	g_4247
Super-Scaffold_100006	30773829	30784953	11124	g_4247	g_4248
Super-Scaffold_100006	30785393	30785619	226	g_4248	g_4249
Super-Scaffold_100006	30787550	30819094	31544	g_4249	g_4251
Super-Scaffold_100006	30820658	30833077	12419	g_4251	g_4252
Super-Scaffold_100006	30833514	30850065	16551	g_4252	g_4254
Super-Scaffold_100006	30854805	30864783	9978	g_4254	g_42129
Super-Scaffold_100006	30865097	30865529	432	g_42129	g_4255
Super-Scaffold_100006	30866791	30873310	6519	g_4255	g_43217
Super-Scaffold_100006	30874448	30880773	6325	g_43217	g_4257
Super-Scaffold_100006	30883155	30893426	10271	g_4257	g_4258
Super-Scaffold_100006	30895801	30948662	52861	g_4258	g_4259
Super-Scaffold_100006	30963306	30982053	18747	g_4259	g_4260
Super-Scaffold_100006	30982280	31013563	31283	g_4260	g_4263
Super-Scaffold_100006	31017452	31022958	5506	g_4263	g_4264
Super-Scaffold_100006	31024430	31030738	6308	g_4264	g_4265
Super-Scaffold_100006	31041256	31140583	99327	g_4265	g_4267
Super-Scaffold_100006	31141317	31141354	37	g_4267	g_4268
Super-Scaffold_100006	31141742	31141965	223	g_4268	g_4269
Super-Scaffold_100006	31142946	31242334	99388	g_4269	g_4270
Super-Scaffold_100006	31253677	31293685	40008	g_4270	g_4273
Super-Scaffold_100006	31294722	31363406	68684	g_4273	g_4274
Super-Scaffold_100006	31363627	31442491	78864	g_4274	g_4275
Super-Scaffold_100006	31442817	31449012	6195	g_4275	g_4276
Super-Scaffold_100006	31449251	31455666	6415	g_4276	g_4277
Super-Scaffold_100006	31457801	31497460	39659	g_4277	g_4278
Super-Scaffold_100006	31497705	31526648	28943	g_4278	g_4279
Super-Scaffold_100006	31533146	31547583	14437	g_4279	g_4280
Super-Scaffold_100006	31552522	31557508	4986	g_4280	g_43218
Super-Scaffold_100006	31571833	31575533	3700	g_43218	g_4281
Super-Scaffold_100006	31600725	31672361	71636	g_4281	g_4283
Super-Scaffold_100006	31677507	31759641	82134	g_4283	g_4284
Super-Scaffold_100006	31761241	31761786	545	g_4284	g_4285
Super-Scaffold_100006	31761992	31771269	9277	g_4285	g_4286
Super-Scaffold_100006	31772200	31815958	43758	g_4286	g_42136
Super-Scaffold_100006	31816311	31828753	12442	g_42136	g_4288
Super-Scaffold_100006	31829247	31829289	42	g_4288	g_4289
Super-Scaffold_100006	31830041	31830281	240	g_4289	g_4290
Super-Scaffold_100006	31830879	31854843	23964	g_4290	g_4291
Super-Scaffold_100006	31855811	31857294	1483	g_4291	g_4292
Super-Scaffold_100006	31858484	31859311	827	g_4292	g_4293
Super-Scaffold_100006	31859768	31911805	52037	g_4293	g_4294
Super-Scaffold_100006	31912780	31912887	107	g_4294	g_4295
Super-Scaffold_100006	31915259	31915289	30	g_4295	g_4296
Super-Scaffold_100006	31915771	32040240	124469	g_4296	g_4299
Super-Scaffold_100006	32044074	32158344	114270	g_4299	g_4300
Super-Scaffold_100006	32159551	32207485	47934	g_4300	g_42140
Super-Scaffold_100006	32207790	32228103	20313	g_42140	g_4302
Super-Scaffold_100006	32229590	32231350	1760	g_4302	g_43219
Super-Scaffold_100006	32232582	32233596	1014	g_43219	g_4303
Super-Scaffold_100006	32234713	32303578	68865	g_42141	g_4304
Super-Scaffold_100006	32304282	32306150	1868	g_4304	g_4305
Super-Scaffold_100006	32307266	32379649	72383	g_4305	g_4310
Super-Scaffold_100006	32379987	32447019	67032	g_4310	g_4312
Super-Scaffold_100006	32447321	32526812	79491	g_4312	g_4316
Super-Scaffold_100006	32528080	32589968	61888	g_4316	g_4317
Super-Scaffold_100006	32590303	32710621	120318	g_4317	g_4319
Super-Scaffold_100006	32745388	32789629	44241	g_4319	g_4321
Super-Scaffold_100006	32811985	32820366	8381	g_4321	g_4322
Super-Scaffold_100006	32880979	32886936	5957	g_4322	g_4323
Super-Scaffold_100006	32906875	32983169	76294	g_42144	g_4325
Super-Scaffold_100006	32996961	33000504	3543	g_4325	g_4326
Super-Scaffold_100006	33002249	33002528	279	g_4326	g_4327
Super-Scaffold_100006	33003515	33007552	4037	g_4327	g_4328
Super-Scaffold_100006	33025566	33033590	8024	g_42147	g_4329
Super-Scaffold_100006	33040367	33074981	34614	g_4329	g_4331
Super-Scaffold_100006	33075235	33082646	7411	g_4331	g_4332
Super-Scaffold_100006	33089594	33098388	8794	g_4332	g_4333
Super-Scaffold_100006	33104117	33144571	40454	g_4333	g_4334
Super-Scaffold_100006	33154630	33159450	4820	g_4334	g_4335
Super-Scaffold_100006	33162391	33164093	1702	g_4335	g_4336
Super-Scaffold_100006	33196090	33248817	52727	g_4336	g_4337
Super-Scaffold_100006	33256898	33264218	7320	g_4337	g_4338
Super-Scaffold_100006	33267681	33270438	2757	g_4338	g_4339
Super-Scaffold_100006	33272761	33310454	37693	g_4339	g_4341
Super-Scaffold_100006	33311152	33311384	232	g_4341	g_4340
Super-Scaffold_100006	33311638	33324759	13121	g_4340	g_4342
Super-Scaffold_100006	33325199	33325352	153	g_4342	g_4343
Super-Scaffold_100006	33325717	33356432	30715	g_4343	g_4344
Super-Scaffold_100006	33366098	33425754	59656	g_4344	g_4345
Super-Scaffold_100006	33426413	33455744	29331	g_4345	g_4346
Super-Scaffold_100006	33455992	33456226	234	g_4346	g_4347
Super-Scaffold_100006	33457893	33503077	45184	g_4347	g_4348
Super-Scaffold_100006	33522133	33572469	50336	g_4348	g_4350
Super-Scaffold_100006	33594358	33606618	12260	g_4350	g_4351
Super-Scaffold_100006	33606878	33666263	59385	g_4351	g_4353
Super-Scaffold_100006	33684966	33694815	9849	g_4353	g_4354
Super-Scaffold_100006	33695663	33695745	82	g_4354	g_4355
Super-Scaffold_100006	33696347	33696421	74	g_4355	g_4356
Super-Scaffold_100006	33696756	33696763	7	g_4356	g_4357
Super-Scaffold_100006	33697656	33733631	35975	g_4357	g_4359
Super-Scaffold_100006	33734944	33755204	20260	g_4359	g_4362
Super-Scaffold_100006	33755644	33764399	8755	g_4362	g_4364
Super-Scaffold_100006	33765529	33804478	38949	g_4364	g_4365
Super-Scaffold_100006	33805347	33820423	15076	g_4365	g_4366
Super-Scaffold_100006	33820782	33828286	7504	g_4366	g_4367
Super-Scaffold_100006	33828624	33876521	47897	g_4367	g_42154
Super-Scaffold_100006	33876853	33885444	8591	g_42154	g_4368
Super-Scaffold_100006	33885707	33895199	9492	g_4368	g_4370
Super-Scaffold_100006	33895513	33953904	58391	g_4370	g_4372
Super-Scaffold_100006	33954482	33990943	36461	g_4372	g_4374
Super-Scaffold_100006	33996112	34042504	46392	g_4374	g_4375
Super-Scaffold_100006	34044231	34075518	31287	g_4375	g_4376
Super-Scaffold_100006	34076144	34096186	20042	g_4376	g_4377
Super-Scaffold_100006	34101350	34197113	95763	g_4377	g_4379
Super-Scaffold_100006	34198597	34199198	601	g_4379	g_4378
Super-Scaffold_100006	34199461	34208175	8714	g_4378	g_4380
Super-Scaffold_100006	34208723	34250394	41671	g_4380	g_4382
Super-Scaffold_100006	34251452	34311056	59604	g_4382	g_4384
Super-Scaffold_100006	34311541	34354471	42930	g_4384	g_4385
Super-Scaffold_100006	34356124	34367196	11072	g_4385	g_4386
Super-Scaffold_100006	34370810	34508355	137545	g_4386	g_4387
Super-Scaffold_100006	34510492	34515064	4572	g_4387	g_4388
Super-Scaffold_100006	34515330	34515458	128	g_4388	g_4389
Super-Scaffold_100006	34515895	34527910	12015	g_4389	g_4391
Super-Scaffold_100006	34534421	34599954	65533	g_4391	g_4392
Super-Scaffold_100006	34600697	34644862	44165	g_4392	g_4394
Super-Scaffold_100006	34656616	34683463	26847	g_4394	g_4395
Super-Scaffold_100006	34683858	34692154	8296	g_4395	g_43220
Super-Scaffold_100006	34715350	34816652	101302	g_43220	g_4396
Super-Scaffold_100006	34817191	34817792	601	g_4396	g_4397
Super-Scaffold_100006	34818178	34910649	92471	g_4397	g_4398
Super-Scaffold_100006	34912657	34962051	49394	g_4398	g_4399
Super-Scaffold_100006	34962525	35193339	230814	g_4400	g_4403
Super-Scaffold_100006	35194805	35194891	86	g_4403	g_4404
Super-Scaffold_100006	35195400	35195492	92	g_4404	g_4405
Super-Scaffold_100006	35196193	35212933	16740	g_4405	g_4406
Super-Scaffold_100006	35213589	35227186	13597	g_4406	g_4407
Super-Scaffold_100006	35227623	35227751	128	g_4407	g_4408
Super-Scaffold_100006	35228017	35293363	65346	g_4408	g_4412
Super-Scaffold_100006	35293905	35305748	11843	g_4412	g_4413
Super-Scaffold_100006	35307893	35318580	10687	g_4413	g_4414
Super-Scaffold_100006	35319908	35319977	69	g_4414	g_4415
Super-Scaffold_100006	35320570	35326880	6310	g_4415	g_4418
Super-Scaffold_100006	35327665	35353001	25336	g_4418	g_4419
Super-Scaffold_100006	35353531	35353624	93	g_4419	g_4420
Super-Scaffold_100006	35354310	35354366	56	g_4420	g_4421
Super-Scaffold_100006	35354581	35381842	27261	g_4421	g_4423
Super-Scaffold_100006	35393109	35404441	11332	g_4423	g_43221
Super-Scaffold_100006	35432569	35451793	19224	g_43221	g_4424
Super-Scaffold_100006	35485638	35574918	89280	g_4424	g_4425
Super-Scaffold_100006	35583087	35593490	10403	g_42168	g_4426
Super-Scaffold_100006	35594562	35648188	53626	g_4426	g_4428
Super-Scaffold_100006	35650296	35654272	3976	g_4428	g_42170
Super-Scaffold_100006	35673064	35713820	40756	g_4429	g_4430
Super-Scaffold_100006	35716020	35745736	29716	g_4430	g_43222
Super-Scaffold_100006	35747306	35749134	1828	g_43222	g_4431
Super-Scaffold_100006	35753780	35791798	38018	g_4431	g_4432
Super-Scaffold_100006	35793023	35813538	20515	g_4432	g_4433
Super-Scaffold_100006	35818602	35973945	155343	g_4433	g_4435
Super-Scaffold_100006	35974181	35981457	7276	g_4435	g_4436
Super-Scaffold_100006	35982368	36107018	124650	g_4436	g_4441
Super-Scaffold_100006	36109644	36153723	44079	g_4441	g_42177
Super-Scaffold_100006	36153950	36287589	133639	g_42177	g_4443
Super-Scaffold_100006	36299442	36300277	835	g_4443	g_4444
Super-Scaffold_100006	36306420	36308855	2435	g_4444	g_4445
Super-Scaffold_100006	36329950	36399108	69158	g_4445	g_42178
Super-Scaffold_100006	36399341	36513853	114512	g_42178	g_4448
Super-Scaffold_100006	36514380	36527295	12915	g_4448	g_4450
Super-Scaffold_100006	36528231	36658730	130499	g_4450	g_4454
Super-Scaffold_100006	36659062	36668899	9837	g_4454	g_4455
Super-Scaffold_100006	36677924	36741180	63256	g_4455	g_4456
Super-Scaffold_100006	36741566	36742821	1255	g_4456	g_4457
Super-Scaffold_100006	36743069	36802641	59572	g_4457	g_4459
Super-Scaffold_100006	36803468	36861547	58079	g_4459	g_4460
Super-Scaffold_100006	36874102	36875122	1020	g_4460	g_4461
Super-Scaffold_100006	36875433	36888353	12920	g_4461	g_4462
Super-Scaffold_100006	36890686	36895960	5274	g_4462	g_4463
Super-Scaffold_100006	36897716	36901491	3775	g_4463	g_4464
Super-Scaffold_100006	36924924	36941671	16747	g_4464	g_4466
Super-Scaffold_100006	36944856	36968186	23330	g_4465	g_4467
Super-Scaffold_100006	36984658	37008274	23616	g_4467	g_4468
Super-Scaffold_100006	37031657	37034975	3318	g_4468	g_4469
Super-Scaffold_100006	37052468	37054447	1979	g_4469	g_4470
Super-Scaffold_100006	37057647	37058460	813	g_4470	g_43223
Super-Scaffold_100006	37083150	37084153	1003	g_43223	g_4471
Super-Scaffold_100006	37122492	37343404	220912	g_4471	g_4480
Super-Scaffold_100006	37343613	37346644	3031	g_4480	g_4481
Super-Scaffold_100006	37359413	37417414	58001	g_4481	g_4482
Super-Scaffold_100006	37418457	37418513	56	g_4482	g_4483
Super-Scaffold_100006	37419241	37454325	35084	g_4483	g_4485
Super-Scaffold_100006	37455888	37483149	27261	g_4485	g_4489
Super-Scaffold_100006	37484195	37520138	35943	g_4489	g_4490
Super-Scaffold_100006	37521169	37591452	70283	g_4490	g_4491
Super-Scaffold_100006	37592891	37640891	48000	g_4491	g_4492
Super-Scaffold_100006	37644486	37645798	1312	g_4492	g_4493
Super-Scaffold_100006	37665386	37679046	13660	g_4493	g_4495
Super-Scaffold_100006	37680386	37691557	11171	g_4495	g_4496
Super-Scaffold_100006	37696145	37791724	95579	g_4496	g_4499
Super-Scaffold_100006	37792254	37812773	20519	g_4499	g_4500
Super-Scaffold_100006	37813042	37857815	44773	g_4500	g_4501
Super-Scaffold_100006	37858030	37861874	3844	g_4501	g_4502
Super-Scaffold_100006	37863374	37878056	14682	g_42186	g_4504
Super-Scaffold_100006	37878865	37879459	594	g_4504	g_4505
Super-Scaffold_100006	37880751	37974989	94238	g_4505	g_4509
Super-Scaffold_100007	70536	370265	299729	g_29012	g_29017
Super-Scaffold_100007	370561	370681	120	g_29017	g_29018
Super-Scaffold_100007	370980	371035	55	g_29018	g_29019
Super-Scaffold_100007	372857	592093	219236	g_29019	g_29024
Super-Scaffold_100007	593954	593986	32	g_29024	g_29025
Super-Scaffold_100007	594408	643449	49041	g_29025	g_29026
Super-Scaffold_100007	648185	650945	2760	g_29026	g_29027
Super-Scaffold_100007	652587	656225	3638	g_29027	g_29028
Super-Scaffold_100007	661898	698363	36465	g_29028	g_29029
Super-Scaffold_100007	698761	708348	9587	g_29029	g_29031
Super-Scaffold_100007	709874	709920	46	g_29031	g_29032
Super-Scaffold_100007	713302	713872	570	g_29033	g_29034
Super-Scaffold_100007	714171	714841	670	g_29034	g_29035
Super-Scaffold_100007	715125	738768	23643	g_29035	g_29036
Super-Scaffold_100007	766427	793131	26704	g_29036	g_45270
Super-Scaffold_100007	798719	839815	41096	g_45270	g_29037
Super-Scaffold_100007	846021	868796	22775	g_29037	g_29038
Super-Scaffold_100007	869095	908312	39217	g_29038	g_42194
Super-Scaffold_100007	908542	1006601	98059	g_42194	g_42196
Super-Scaffold_100007	1006801	1063196	56395	g_42196	g_29041
Super-Scaffold_100007	1063480	1078619	15139	g_29041	g_29043
Super-Scaffold_100007	1079008	1083705	4697	g_29043	g_29044
Super-Scaffold_100007	1084166	1122106	37940	g_29044	g_29045
Super-Scaffold_100007	1122438	1160826	38388	g_29045	g_29048
Super-Scaffold_100007	1161512	1185750	24238	g_29048	g_29049
Super-Scaffold_100007	1198266	1206891	8625	g_29049	g_42202
Super-Scaffold_100007	1207169	1214227	7058	g_42202	g_29051
Super-Scaffold_100007	1214622	1251527	36905	g_29051	g_29052
Super-Scaffold_100007	1259340	1261916	2576	g_29052	g_29053
Super-Scaffold_100007	1268585	1316958	48373	g_42203	g_45271
Super-Scaffold_100007	1338515	1436024	97509	g_45271	g_29057
Super-Scaffold_100007	1436820	1437411	591	g_29057	g_29058
Super-Scaffold_100007	1445017	1449906	4889	g_29058	g_29059
Super-Scaffold_100007	1452131	1453732	1601	g_29059	g_45272
Super-Scaffold_100007	1472495	1481974	9479	g_45272	g_29061
Super-Scaffold_100007	1503243	1528029	24786	g_29061	g_29062
Super-Scaffold_100007	1534902	1545416	10514	g_29062	g_29063
Super-Scaffold_100007	1548195	1602418	54223	g_29063	g_29064
Super-Scaffold_100007	1619613	1623772	4159	g_29064	g_29065
Super-Scaffold_100007	1632657	1648862	16205	g_29065	g_42206
Super-Scaffold_100007	1649089	1660478	11389	g_42206	g_29066
Super-Scaffold_100007	1669726	1690381	20655	g_29066	g_29067
Super-Scaffold_100007	1691141	1698827	7686	g_42207	g_29068
Super-Scaffold_100007	1699849	1700460	611	g_29068	g_45273
Super-Scaffold_100007	1709997	1714460	4463	g_45273	g_29069
Super-Scaffold_100007	1714675	1718630	3955	g_29069	g_29070
Super-Scaffold_100007	1721514	1721828	314	g_29070	g_29071
Super-Scaffold_100007	1738431	1762102	23671	g_29071	g_29075
Super-Scaffold_100007	1763099	1812661	49562	g_29075	g_29076
Super-Scaffold_100007	1812879	1895243	82364	g_29076	g_29081
Super-Scaffold_100007	1895614	1945813	50199	g_29081	g_29082
Super-Scaffold_100007	1949801	1950671	870	g_29082	g_42208
Super-Scaffold_100007	1950907	2014571	63664	g_42208	g_29084
Super-Scaffold_100007	2015917	2042014	26097	g_29084	g_29087
Super-Scaffold_100007	2042244	2107728	65484	g_29087	g_29088
Super-Scaffold_100007	2107937	2119318	11381	g_29088	g_29089
Super-Scaffold_100007	2125195	2127061	1866	g_29089	g_29090
Super-Scaffold_100007	2129265	2136074	6809	g_29090	g_29091
Super-Scaffold_100007	2151064	2153991	2927	g_29091	g_29092
Super-Scaffold_100007	2155010	2167087	12077	g_29092	g_29093
Super-Scaffold_100007	2190935	2194117	3182	g_29093	g_29094
Super-Scaffold_100007	2208980	2224042	15062	g_29094	g_29095
Super-Scaffold_100007	2231935	2259833	27898	g_29095	g_29096
Super-Scaffold_100007	2269469	2271882	2413	g_29096	g_29097
Super-Scaffold_100007	2272973	2384597	111624	g_29097	g_29100
Super-Scaffold_100007	2401702	2471111	69409	g_29100	g_29101
Super-Scaffold_100007	2471341	2475044	3703	g_29101	g_29102
Super-Scaffold_100007	2500000	2520441	20441	g_29102	g_29103
Super-Scaffold_100007	2541940	2555073	13133	g_29103	g_29105
Super-Scaffold_100007	2558331	2561327	2996	g_29105	g_29106
Super-Scaffold_100007	2579982	2580699	717	g_29106	g_29107
Super-Scaffold_100007	2584824	2657586	72762	g_29107	g_29110
Super-Scaffold_100007	2669722	2679504	9782	g_29110	g_29111
Super-Scaffold_100007	2684628	2685663	1035	g_29111	g_45274
Super-Scaffold_100007	2688874	2701578	12704	g_45274	g_29112
Super-Scaffold_100007	2703883	2704555	672	g_29112	g_29113
Super-Scaffold_100007	2711629	2713183	1554	g_29113	g_29114
Super-Scaffold_100007	2721446	2725496	4050	g_29114	g_29115
Super-Scaffold_100007	2742158	2746839	4681	g_29115	g_45275
Super-Scaffold_100007	2763141	2775325	12184	g_45275	g_29116
Super-Scaffold_100007	2802782	2814423	11641	g_29116	g_29117
Super-Scaffold_100007	2815364	2828309	12945	g_29117	g_29118
Super-Scaffold_100007	2828542	2844365	15823	g_29118	g_29119
Super-Scaffold_100007	2845003	2866256	21253	g_29119	g_29121
Super-Scaffold_100007	2867116	3032772	165656	g_29121	g_29124
Super-Scaffold_100007	3033161	3096881	63720	g_29124	g_29127
Super-Scaffold_100007	3097411	3097722	311	g_29127	g_29125
Super-Scaffold_100007	3098246	3099022	776	g_29125	g_29128
Super-Scaffold_100007	3100140	3100162	22	g_29128	g_29129
Super-Scaffold_100007	3100950	3101048	98	g_29129	g_29130
Super-Scaffold_100007	3101347	3107276	5929	g_29130	g_29132
Super-Scaffold_100007	3107860	3109577	1717	g_29132	g_29133
Super-Scaffold_100007	3110152	3127273	17121	g_29133	g_29134
Super-Scaffold_100007	3127983	3183800	55817	g_29134	g_29135
Super-Scaffold_100007	3188852	3194669	5817	g_29135	g_29136
Super-Scaffold_100007	3194941	3201703	6762	g_29136	g_29137
